name,set,product_id,rarity,number,market_price,low_price,mid_price,printing
The Sword Released,Shimmering Skies,560544,Rare,133/204,0.15,0.04,0.2,Normal
Elsa's Ice Palace - Place of Solitude,Shimmering Skies,560547,Rare,67/204,0.33,0.15,0.34,Normal
Glimmer vs Glimmer,Shimmering Skies,560548,Uncommon,130/204,0.23,0.05,0.3,Cold Foil
Magica De Spell - Cruel Sorceress,Shimmering Skies,560549,Rare,53/204,0.43,0.07,0.5,Cold Foil
Tipo - Growing Son,Shimmering Skies,560584,Uncommon,157/204,7.06,3.26,8.13,Cold Foil
Arthur - King Victorious,Shimmering Skies,560585,Legendary,194/204,0.9,0.45,1.37,Normal
Basil's Magnifying Glass,Shimmering Skies,560629,Rare,166/204,0.13,0.01,0.2,Normal
Alan-A-Dale - Rockin' Rooster,Shimmering Skies,560630,Uncommon,20/204,0.1,0.01,0.18,Normal
Who's With Me?,Shimmering Skies,560637,Super Rare,131/204,0.36,0.25,0.49,Cold Foil
Flora - Good Fairy,Shimmering Skies,560641,Common,75/204,0.14,0.01,0.25,Cold Foil
Healing Decanter,Shimmering Skies,560645,Common,30/204,0.05,0.01,0.13,Normal
We Know the Way,Shimmering Skies,560658,Rare,61/204,8.64,5.0,8.86,Cold Foil
Queen's Sensor Core,Shimmering Skies,560914,Rare,31/204,0.88,0.2,0.97,Normal
Rapunzel's Tower - Secluded Prison,Shimmering Skies,560916,Uncommon,33/204,0.17,0.05,0.22,Normal
HeiHei - Protective Rooster,Shimmering Skies,561158,Common,179/204,0.2,0.01,0.25,Cold Foil
Ulf - Mime,Shimmering Skies,561159,Common,73/204,0.1,0.01,0.25,Cold Foil
Ed - Laughing Hyena,Shimmering Skies,561160,Common,74/204,0.15,0.05,0.25,Cold Foil
Banzai - Taunting Hyena,Shimmering Skies,561162,Common,87/204,0.06,0.01,0.15,Normal
Kuzco - Selfish Emperor,Shimmering Skies,561164,Super Rare,149/204,0.27,0.08,0.33,Normal
White Rabbit - Royal Herald,Shimmering Skies,561166,Common,43/204,0.06,0.01,0.15,Normal
Fauna - Good Fairy,Shimmering Skies,561167,Common,78/204,0.13,0.01,0.23,Cold Foil
Shenzi - Head Hyena,Shimmering Skies,561169,Rare,91/204,0.36,0.2,0.45,Cold Foil
Obscurosphere,Shimmering Skies,561171,Common,99/204,0.12,0.01,0.21,Cold Foil
Prince Naveen - Ukulele Player,Shimmering Skies,561187,Legendary,3/204,3.57,2.98,4.94,Cold Foil
Pride Lands - Jungle Oasis,Shimmering Skies,561189,Rare,34/204,0.36,0.09,0.5,Cold Foil
Little John - Camp Cook,Shimmering Skies,561191,Uncommon,71/204,0.5,0.25,0.53,Cold Foil
Archimedes - Electrified Owl,Shimmering Skies,561193,Uncommon,47/204,0.22,0.07,0.3,Cold Foil
Plate Armor,Shimmering Skies,561195,Rare,201/204,0.1,0.02,0.24,Normal
Mirabel Madrigal - Family Gatherer,Shimmering Skies,561209,Legendary,14/204,0.69,0.15,1.0,Normal
Healing Touch,Shimmering Skies,561259,Common,26/204,0.12,0.01,0.25,Cold Foil
Arthur - Wart,Shimmering Skies,561298,Uncommon,190/204,0.18,0.08,0.25,Cold Foil
Prince John's Mirror,Shimmering Skies,561299,Rare,98/204,0.48,0.29,0.8,Cold Foil
Camilo Madrigal - Family Copycat,Shimmering Skies,561300,Legendary,58/204,0.79,0.15,0.97,Normal
Scroop - Odious Mutineer,Shimmering Skies,561301,Super Rare,82/204,0.1,0.02,0.24,Normal
The Library - A Gift for Belle,Shimmering Skies,561302,Uncommon,68/204,0.24,0.01,0.25,Normal
Jafar - Tyrannical Hypnotist,Shimmering Skies,561328,Legendary,172/204,0.94,0.62,1.21,Normal
Hypnotic Strength,Shimmering Skies,561345,Common,59/204,0.12,0.01,0.16,Normal
Hypnotic Deduction,Shimmering Skies,561346,Common,94/204,0.19,0.01,0.25,Cold Foil
Arthur - Novice Sparrow,Shimmering Skies,561466,Uncommon,121/204,0.09,0.01,0.15,Normal
Archimedes - Exasperated Owl,Shimmering Skies,561467,Common,39/204,0.06,0.01,0.15,Normal
Blast From Your Past,Shimmering Skies,561468,Super Rare,28/204,0.15,0.05,0.25,Normal
Revive,Shimmering Skies,561469,Rare,27/204,0.11,0.02,0.24,Normal
Ratigan's Party - Seedy Back Room,Shimmering Skies,561470,Uncommon,136/204,0.18,0.03,0.3,Cold Foil
Pacha - Emperor's Guide,Shimmering Skies,561471,Uncommon,143/204,0.19,0.09,0.3,Cold Foil
Anna - Diplomatic Queen,Shimmering Skies,561472,Legendary,85/204,2.57,1.5,3.85,Cold Foil
Vanellope von Schweetz - Sugar Rush Princess,Shimmering Skies,561473,Rare,19/204,0.81,0.38,1.09,Cold Foil
Half Hexwell Crown,Shimmering Skies,561474,Rare,65/204,0.35,0.16,0.4,Cold Foil
Retrosphere,Shimmering Skies,561475,Common,64/204,0.18,0.04,0.25,Cold Foil
Royal Guard - Bovine Protector,Shimmering Skies,561476,Common,175/204,0.11,0.01,0.25,Cold Foil
Daisy Duck - Spotless Food-Fighter,Shimmering Skies,561482,Common,111/204,0.14,0.05,0.25,Cold Foil
Donald Duck - Daisy's Date,Shimmering Skies,561485,Common,122/204,0.14,0.05,0.25,Cold Foil
The Nokk - Mythical Spirit,Shimmering Skies,561486,Common,36/204,0.04,0.01,0.14,Normal
Earth Giant - Living Mountain,Shimmering Skies,561487,Common,41/204,0.04,0.01,0.11,Normal
Gale - Wind Spirit,Shimmering Skies,561488,Common,42/204,0.06,0.01,0.15,Normal
Olaf - Happy Passenger,Shimmering Skies,561489,Rare,50/204,0.4,0.15,0.45,Cold Foil
King of Hearts - Monarch of Wonderland,Shimmering Skies,561490,Uncommon,57/204,0.03,0.01,0.15,Normal
Kronk - Unlicensed Investigator,Shimmering Skies,561492,Common,178/204,0.13,0.05,0.25,Cold Foil
Yzma - Unjustly Treated,Shimmering Skies,561493,Rare,184/204,0.1,0.01,0.2,Normal
Food Fight!,Shimmering Skies,561494,Uncommon,199/204,0.17,0.05,0.25,Cold Foil
Zazu - Advisor to Mufasa,Shimmering Skies,561497,Common,72/204,0.04,0.01,0.15,Normal
Nala - Mischievous Cub,Shimmering Skies,561595,Uncommon,2/204,0.09,0.01,0.2,Normal
Lilo - Junior Cake Decorator,Shimmering Skies,561596,Common,8/204,0.07,0.01,0.15,Normal
Minnie Mouse - Drum Major,Shimmering Skies,561600,Super Rare,15/204,0.37,0.25,0.6,Cold Foil
Moana - Determined Explorer,Shimmering Skies,561602,Rare,18/204,0.16,0.1,0.25,Normal
Cogsworth - Illuminary Watchman,Shimmering Skies,561610,Common,37/204,0.3,0.01,0.32,Cold Foil
Maleficent - Vexed Partygoer,Shimmering Skies,561614,Uncommon,51/204,0.12,0.01,0.18,Normal
Gathering Knowledge and Wisdom,Shimmering Skies,561620,Common,62/204,0.17,0.02,0.2,Normal
Magical Aid,Shimmering Skies,561627,Uncommon,63/204,0.19,0.05,0.3,Cold Foil
Mother Gothel - Conceited Manipulator,Shimmering Skies,561631,Uncommon,89/204,0.11,0.01,0.16,Normal
Mother Gothel - Unwavering Schemer,Shimmering Skies,561633,Super Rare,92/204,0.23,0.05,0.35,Normal
Ratigan - Raging Rat,Shimmering Skies,561636,Common,113/204,0.05,0.01,0.15,Normal
Pete - Pastry Chomper,Shimmering Skies,561638,Common,120/204,0.05,0.01,0.13,Normal
The Queen - Cruelest of All,Shimmering Skies,561641,Common,139/204,0.11,0.01,0.25,Cold Foil
Scrooge McDuck - Afficionado of Antiquities,Shimmering Skies,561642,Rare,140/204,1.87,0.5,2.33,Cold Foil
Robin Hood - Sharpshooter,Shimmering Skies,561646,Legendary,118/204,1.3,0.77,1.93,Normal
Prince John - Opportunistic Briber,Shimmering Skies,561648,Common,141/204,0.06,0.01,0.15,Normal
Minnie Mouse - Quick-Thinking Inventor,Shimmering Skies,561649,Common,152/204,0.04,0.01,0.15,Normal
Donald Duck - Focused Flatfoot,Shimmering Skies,561650,Common,155/204,0.09,0.01,0.15,Normal
Belle - Of the Ball,Shimmering Skies,561651,Rare,158/204,1.06,0.64,1.06,Cold Foil
Vision of the Future,Shimmering Skies,561652,Common,160/204,0.21,0.01,0.25,Normal
Hide Away,Shimmering Skies,561653,Uncommon,163/204,0.1,0.01,0.18,Normal
Mickey Mouse - Food Fight Defender,Shimmering Skies,561848,Common,176/204,0.54,0.2,0.59,Cold Foil
Duck for Cover!,Shimmering Skies,561850,Common,198/204,0.18,0.05,0.25,Cold Foil
Shield of Arendelle,Shimmering Skies,561851,Common,200/204,0.03,0.01,0.15,Normal
Seven Dwarfs' Mine - Secure Fortress,Shimmering Skies,561853,Uncommon,204/204,0.25,0.01,0.25,Normal
Vanellope von Schweetz - Candy Mechanic,Shimmering Skies,561946,Common,9/204,0.06,0.01,0.15,Normal
Gazelle - Pop Star,Shimmering Skies,561947,Common,11/204,0.15,0.04,0.25,Cold Foil
Maid Marian - Lady of the Lists,Shimmering Skies,561948,Uncommon,22/204,0.09,0.01,0.15,Normal
Minnie Mouse - Compassionate Friend,Shimmering Skies,561949,Common,24/204,0.12,0.01,0.25,Cold Foil
Maleficent - Formidable Queen,Shimmering Skies,561950,Super Rare,35/204,0.25,0.05,0.28,Normal
Merlin - Turtle,Shimmering Skies,561951,Common,38/204,0.05,0.01,0.15,Normal
Anna - Mystical Majesty,Shimmering Skies,561952,Rare,46/204,0.14,0.05,0.25,Normal
Genie - Main Attraction,Shimmering Skies,561953,Legendary,49/204,0.79,0.09,1.0,Normal
Anna - Eager Acolyte,Shimmering Skies,561954,Common,56/204,0.09,0.01,0.15,Normal
Shenzi - Scar's Accomplice,Shimmering Skies,561955,Uncommon,70/204,0.1,0.01,0.16,Normal
Robin Hood - Archery Contestant,Shimmering Skies,561956,Common,77/204,0.18,0.02,0.25,Cold Foil
Banzai - Gluttonous Predator,Shimmering Skies,561957,Rare,80/204,1.01,0.39,1.02,Cold Foil
Prince Phillip - Swordsman of the Realm,Shimmering Skies,561958,Super Rare,83/204,0.58,0.37,0.6,Cold Foil
Clarabelle - Light on Her Hooves,Shimmering Skies,561959,Legendary,84/204,16.42,12.95,19.98,Cold Foil
Clarabelle - Clumsy Guest,Shimmering Skies,561960,Common,86/204,0.12,0.01,0.19,Normal
Maximus - Team Champion,Shimmering Skies,561961,Super Rare,105/204,0.69,0.5,0.97,Cold Foil
Scar - Betrayer,Shimmering Skies,561962,Uncommon,109/204,0.07,0.01,0.15,Normal
Pete - Steamboat Rival,Shimmering Skies,561963,Super Rare,116/204,0.18,0.01,0.25,Normal
Evil Comes Prepared,Shimmering Skies,561964,Common,128/204,0.07,0.01,0.15,Normal
Potion of Might,Shimmering Skies,561965,Common,132/204,0.12,0.05,0.25,Cold Foil
Merlin - Back from Bermuda,Shimmering Skies,561966,Common,142/204,0.06,0.01,0.14,Normal
The Queen - Fairest of All,Shimmering Skies,561967,Super Rare,144/204,0.67,0.35,0.79,Cold Foil
Sheriff of Nottingham - Bushel Britches,Shimmering Skies,561968,Rare,145/204,0.18,0.01,0.25,Normal
The Queen - Crown of the Council,Shimmering Skies,561969,Rare,148/204,0.11,0.03,0.25,Normal
Ever as Before,Shimmering Skies,561970,Common,162/204,0.07,0.01,0.15,Normal
All Funned Out,Shimmering Skies,561971,Uncommon,164/204,0.05,0.01,0.15,Normal
Namaari - Resolute Daughter,Shimmering Skies,561972,Rare,182/204,0.34,0.01,0.43,Cold Foil
Sir Ector - Castle Lord,Shimmering Skies,561973,Rare,188/204,0.34,0.19,0.4,Cold Foil
Simba - Son of Mufasa,Shimmering Skies,561974,Uncommon,192/204,0.31,0.01,0.45,Cold Foil
Pete - Games Referee,Shimmering Skies,561975,Uncommon,195/204,2.82,1.0,3.52,Cold Foil
Royal Tantrum (Enchanted),Shimmering Skies,561976,Enchanted,219/204,30.06,29.64,37.21,Holofoil
Archimedes - Electrified Owl (Enchanted),Shimmering Skies,561977,Enchanted,208/204,25.2,25.2,32.91,Holofoil
Bad-Anon - Villain Support Center (Enchanted),Shimmering Skies,561978,Enchanted,222/204,16.93,16.08,19.0,Holofoil
Revive (Enchanted),Shimmering Skies,561979,Enchanted,207/204,20.08,19.01,24.87,Holofoil
Scar - Vengeful Lion (Enchanted),Shimmering Skies,561980,Enchanted,212/204,55.86,194.99,197.49,Holofoil
Arthur - King Victorious (Enchanted),Shimmering Skies,561981,Enchanted,221/204,35.72,34.25,39.97,Holofoil
Finders Keepers (Enchanted),Shimmering Skies,561982,Enchanted,210/204,37.14,33.0,57.83,Holofoil
You're Welcome (Enchanted),Shimmering Skies,561983,Enchanted,213/204,74.22,68.2,77.94,Holofoil
Robin Hood - Sharpshooter (Enchanted),Shimmering Skies,561984,Enchanted,215/204,50.83,50.85,67.3,Holofoil
Clarabelle - Light on Her Hooves (Enchanted),Shimmering Skies,561991,Enchanted,211/204,78.51,69.0,91.98,Holofoil
Vanellope von Schweetz - Sugar Rush Princess (Enchanted),Shimmering Skies,561992,Enchanted,206/204,43.98,54.97,57.74,Holofoil
Prince Naveen - Ukulele Player (Enchanted),Shimmering Skies,561993,Enchanted,205/204,34.12,33.5,46.0,Holofoil
Olaf - Happy Passenger (Enchanted),Shimmering Skies,561994,Enchanted,209/204,44.19,44.0,89.98,Holofoil
King Candy - Sweet Abomination (Enchanted),Shimmering Skies,561995,Enchanted,218/204,23.2,21.85,27.98,Holofoil
Ratigan's Party - Seedy Back Room (Enchanted),Shimmering Skies,562000,Enchanted,216/204,14.27,10.6,16.99,Holofoil
Snow White - Fair-Hearted (Enchanted),Shimmering Skies,562007,Enchanted,220/204,76.87,90.0,100.0,Holofoil
Mufasa - Ruler of Pride Rock (Enchanted),Shimmering Skies,562021,Enchanted,217/204,161.46,194.0,249.0,Holofoil
Disney Lorcana: Gateway Case,Shimmering Skies,564487,,,47.94,52.93,65.0,Normal
Disney Lorcana: Shimmering Skies Sleeved Booster Pack,Shimmering Skies,565133,,,5.29,4.0,5.45,Normal
Disney Lorcana: Shimmering Skies Sleeved Booster Pack Art Bundle [Set of 3],Shimmering Skies,565134,,,23.27,23.44,23.89,Normal
Disney Lorcana: Illumineer's Quest: Deep Trouble,Illumineer's Quest: Deep Trouble,543862,,,45.5,37.74,59.99,Normal
Mickey Mouse - Playful Sorcerer (225/204),Illumineer's Quest: Deep Trouble,544485,Rare,225/204,1.82,1.25,2.0,Cold Foil
Piglet - Pooh Pirate Captain (223/204),Illumineer's Quest: Deep Trouble,544487,Super Rare,223/204,1.56,1.0,1.86,Cold Foil
Yen Sid - Powerful Sorcerer (223/204),Illumineer's Quest: Deep Trouble,544492,Legendary,223/204,3.32,1.4,3.5,Cold Foil
Mulan - Elite Archer (224/204),Illumineer's Quest: Deep Trouble,544494,Legendary,224/204,3.5,3.4,4.53,Cold Foil
Ursula - Ruler of Lorcana (Oversized),Illumineer's Quest: Deep Trouble,552741,None,,5.22,1.25,5.22,Holofoil
The Encounter // A Dark Realm - Battleground (Oversized),Illumineer's Quest: Deep Trouble,552744,None,,0.28,0.25,0.45,Normal
The Lair // Infinite Wrath - Battleground (Oversized),Illumineer's Quest: Deep Trouble,552745,None,,0.97,0.45,1.02,Normal
Anna - Ensnared Sister,Illumineer's Quest: Deep Trouble,552746,None,1/31,0.67,0.35,0.7,Normal
Bruno Madrigal - Unspeakable Seer,Illumineer's Quest: Deep Trouble,552747,None,2/31,0.22,0.1,0.25,Normal
Captain Hook - Devious Duelist,Illumineer's Quest: Deep Trouble,552748,None,3/31,0.17,0.09,0.27,Normal
Flotsam - Wicked Defender,Illumineer's Quest: Deep Trouble,552749,None,4/31,0.37,0.25,0.4,Normal
Gaston - Egotistical Bully,Illumineer's Quest: Deep Trouble,552750,None,5/31,0.42,0.3,0.5,Normal
HeiHei - Peckish Pal,Illumineer's Quest: Deep Trouble,552751,None,6/31,0.53,0.35,0.57,Normal
Hercules - Manipulated Hero,Illumineer's Quest: Deep Trouble,552752,None,7/31,0.44,0.34,0.49,Normal
Jafar - Double-Crossing Vizier,Illumineer's Quest: Deep Trouble,552753,None,8/31,0.37,0.2,0.49,Normal
Jetsam - Wicked Whisperer,Illumineer's Quest: Deep Trouble,552754,None,9/31,0.37,0.2,0.4,Normal
Mad Hatter - Sinister Host,Illumineer's Quest: Deep Trouble,552755,None,10/31,0.27,0.19,0.32,Normal
Magica De Spell - Shadowy Sorceress,Illumineer's Quest: Deep Trouble,552756,None,11/31,0.18,0.03,0.25,Normal
Minnie Mouse - Wild-Eyed Diver,Illumineer's Quest: Deep Trouble,552757,None,12/31,0.53,0.32,0.82,Normal
Prince Eric - Grim Groom,Illumineer's Quest: Deep Trouble,552758,None,13/31,0.28,0.05,0.3,Normal
Shark - Toothy Terror,Illumineer's Quest: Deep Trouble,552759,None,14/31,0.17,0.09,0.24,Normal
Tamatoa - Grabby Crab,Illumineer's Quest: Deep Trouble,552760,None,15/31,0.23,0.05,0.3,Normal
Triton's Daughters - Discordant Chorus,Illumineer's Quest: Deep Trouble,552761,None,16/31,0.27,0.1,0.3,Normal
Capsize,Illumineer's Quest: Deep Trouble,552762,None,17/31,0.31,0.03,0.32,Normal
Choppy Waters,Illumineer's Quest: Deep Trouble,552763,None,18/31,0.17,0.03,0.21,Normal
Crushing Wave,Illumineer's Quest: Deep Trouble,552764,None,19/31,0.18,0.1,0.29,Normal
Entangling Magic,Illumineer's Quest: Deep Trouble,552765,None,20/31,0.31,0.17,0.33,Normal
Fortunate Hit,Illumineer's Quest: Deep Trouble,552766,None,21/31,0.23,0.1,0.3,Normal
Lash Out,Illumineer's Quest: Deep Trouble,552767,None,22/31,0.2,0.03,0.25,Normal
Lightning Storm,Illumineer's Quest: Deep Trouble,552768,None,23/31,0.47,0.17,0.49,Normal
Riptide,Illumineer's Quest: Deep Trouble,552769,None,24/31,0.22,0.1,0.34,Normal
Tentacle Swipe,Illumineer's Quest: Deep Trouble,552770,None,25/31,0.31,0.18,0.35,Normal
Tsunami,Illumineer's Quest: Deep Trouble,552771,None,26/31,0.56,0.41,0.58,Normal
Typhoon,Illumineer's Quest: Deep Trouble,552772,None,27/31,0.32,0.1,0.33,Normal
Whirlpool,Illumineer's Quest: Deep Trouble,552773,None,28/31,0.43,0.25,0.43,Normal
The Hexwell Crown,Illumineer's Quest: Deep Trouble,552774,None,29/31,0.34,0.19,0.38,Normal
Ursula's Contract,Illumineer's Quest: Deep Trouble,552775,None,30/31,0.15,0.04,0.2,Normal
Ursula's Stolen Trident,Illumineer's Quest: Deep Trouble,552776,None,31/31,0.21,0.13,0.3,Normal
Half Hexwell Crown,Illumineer's Quest: Deep Trouble,557538,Rare,223/204,0.54,0.25,0.6,Holofoil
Disney Lorcana: Ursula's Return Booster Box,Ursula's Return,543859,,,81.1,84.32,107.48,Normal
Disney Lorcana: Ursula's Return Booster Pack,Ursula's Return,543860,,,4.66,3.5,4.99,Normal
Disney Lorcana: Ursula's Return Illumineer's Trove,Ursula's Return,543861,,,42.62,39.99,47.95,Normal
Disney Lorcana: Ursula's Return Starter Deck (Amber & Amethyst),Ursula's Return,543863,,,7.72,6.95,16.99,Normal
Disney Lorcana: Ursula's Return Starter Deck (Sapphire & Steel),Ursula's Return,543864,,,10.26,5.0,14.98,Normal
Disney Lorcana: Ursula's Return Starter Deck Display,Ursula's Return,543884,,,39.68,35.99,39.98,Normal
Disney Lorcana: Ursula's Return Booster Box Case,Ursula's Return,543885,,,283.96,294.24,363.84,Normal
Disney Lorcana: Ursula's Return Starter Deck [Set of 2],Ursula's Return,543886,,,20.03,17.0,26.76,Normal
Felix Madrigal - Fun-Loving Family Man,Ursula's Return,543896,Uncommon,9/204,0.07,0.01,0.15,Normal
Julieta Madrigal - Excellent Cook,Ursula's Return,543897,Uncommon,13/204,0.53,0.15,0.64,Cold Foil
Mirabel Madrigal - Gift of the Family,Ursula's Return,543898,Super Rare,18/204,0.21,0.1,0.3,Cold Foil
Bruno Madrigal - Out of the Shadows,Ursula's Return,543899,Rare,38/204,0.13,0.05,0.25,Cold Foil
Dolores Madrigal - Easy Listener,Ursula's Return,543900,Common,41/204,0.22,0.05,0.29,Cold Foil
Luisa Madrigal - Magically Strong One,Ursula's Return,543901,Common,47/204,0.05,0.01,0.12,Normal
Yen Sid - Powerful Sorcerer,Ursula's Return,543902,Legendary,59/204,3.53,2.49,4.99,Normal
Mulan - Elite Archer,Ursula's Return,543903,Legendary,114/204,1.03,0.72,1.99,Normal
Ariel - Sonic Warrior,Ursula's Return,543908,Super Rare,175/204,3.11,2.0,3.27,Cold Foil
Mickey Mouse - Playful Sorcerer,Ursula's Return,543909,Rare,187/204,1.52,0.75,1.77,Cold Foil
Daisy Duck - Lovely Lady,Ursula's Return,543910,Uncommon,6/204,0.06,0.01,0.15,Normal
Triton's Trident,Ursula's Return,543911,Uncommon,66/204,0.04,0.01,0.15,Normal
Goofy - Super Goof,Ursula's Return,543912,Rare,107/204,0.32,0.09,0.49,Normal
Anna - Braving the Storm,Ursula's Return,543913,Common,137/204,0.07,0.01,0.15,Normal
Hans - Noble Scoundrel,Ursula's Return,543914,Common,146/204,0.06,0.01,0.15,Normal
Rapunzel - Appreciative Artist,Ursula's Return,543915,Rare,153/204,0.53,0.3,0.53,Cold Foil
Pegasus - Gift for Hercules,Ursula's Return,545401,Common,84/204,0.07,0.01,0.19,Normal
Record Player,Ursula's Return,546696,Common,32/204,0.04,0.01,0.14,Normal
We Don't Talk About Bruno,Ursula's Return,546891,Rare,97/204,1.07,0.7,3.48,Cold Foil
Luisa Madrigal - Rock of the Family,Ursula's Return,547174,Common,184/204,0.1,0.01,0.25,Cold Foil
Mulan - Enemy of Entanglement,Ursula's Return,547645,Uncommon,115/204,0.08,0.01,0.15,Normal
Signed Contract,Ursula's Return,547679,Uncommon,99/204,0.07,0.01,0.15,Normal
Sign the Scroll,Ursula's Return,547681,Uncommon,30/204,0.05,0.01,0.15,Normal
Mystical Rose,Ursula's Return,547683,Rare,64/204,0.15,0.05,0.23,Normal
Flounder - Collector's Companion,Ursula's Return,547687,Uncommon,144/204,0.25,0.2,0.38,Cold Foil
Ursula's Garden - Full of the Unfortunate,Ursula's Return,547688,Rare,102/204,0.16,0.05,0.25,Normal
Hercules - Clumsy Kid,Ursula's Return,547702,Common,108/204,0.26,0.01,0.26,Cold Foil
Magic Broom - Aerial Cleaner,Ursula's Return,547705,Common,185/204,0.08,0.01,0.15,Normal
The Muses - Proclaimers of Heroes,Ursula's Return,547727,Rare,90/204,1.11,0.44,2.0,Cold Foil
Ursula - Eric's Bride,Ursula's Return,547763,Rare,24/204,0.15,0.05,0.25,Normal
Flotsam & Jetsam - Entangling Eels,Ursula's Return,547764,Uncommon,44/204,0.05,0.01,0.15,Normal
Diablo - Devoted Herald,Ursula's Return,547765,Legendary,70/204,7.81,5.0,9.26,Normal
Li Shang - Valorous General,Ursula's Return,547766,Uncommon,112/204,0.25,0.15,0.3,Cold Foil
Olaf - Carrot Enthusiast,Ursula's Return,547767,Uncommon,149/204,0.2,0.1,0.3,Cold Foil
Aladdin - Brave Rescuer,Ursula's Return,547768,Uncommon,171/204,0.36,0.25,0.43,Cold Foil
Be King Undisputed,Ursula's Return,547769,Rare,129/204,0.66,0.24,1.1,Cold Foil
Lost in the Woods,Ursula's Return,547770,Uncommon,29/204,0.2,0.06,0.29,Cold Foil
Seldom All They Seem,Ursula's Return,547771,Common,164/204,0.03,0.01,0.13,Normal
Treasures Untold,Ursula's Return,547772,Rare,165/204,0.11,0.02,0.25,Normal
Ariel - Singing Mermaid,Ursula's Return,547773,Rare,3/204,0.15,0.05,0.25,Normal
Gunther - Interior Designer,Ursula's Return,547774,Common,72/204,0.12,0.01,0.25,Cold Foil
Tor - Florist,Ursula's Return,547775,Common,91/204,0.1,0.01,0.25,Cold Foil
Brawl,Ursula's Return,547776,Common,130/204,0.12,0.04,0.25,Normal
Snuggly Duckling - Disreputable Pub,Ursula's Return,547777,Rare,135/204,0.42,0.25,0.56,Cold Foil
Sisu - Emboldened Warrior,Ursula's Return,547778,Rare,124/204,1.49,0.99,2.75,Cold Foil
Rajah - Royal Protector,Ursula's Return,547779,Rare,192/204,0.25,0.09,0.43,Cold Foil
Khan - Beloved Steed,Ursula's Return,547780,Uncommon,110/204,0.22,0.05,0.3,Cold Foil
Jaq - Connoisseur of Climbing,Ursula's Return,547781,Common,77/204,0.08,0.01,0.15,Normal
Tick-Tock - Ever-Present Pursuer,Ursula's Return,547782,Common,56/204,0.18,0.01,0.25,Cold Foil
Cri-Kee - Lucky Cricket,Ursula's Return,547783,Rare,69/204,0.26,0.08,0.35,Normal
Ursula's Lair - Eye of the Storm,Ursula's Return,547784,Rare,68/204,0.32,0.16,0.45,Cold Foil
The Mob Song,Ursula's Return,547841,Uncommon,198/204,0.08,0.01,0.15,Normal
Dig a Little Deeper,Ursula's Return,547842,Uncommon,162/204,0.35,0.15,0.41,Cold Foil
A Pirate's Life,Ursula's Return,547843,Uncommon,128/204,0.12,0.04,0.25,Normal
Under the Sea,Ursula's Return,547844,Rare,95/204,3.48,2.99,5.0,Cold Foil
Look at This Family,Ursula's Return,547845,Rare,28/204,0.11,0.01,0.25,Normal
Second Star to the Right,Ursula's Return,547846,Rare,61/204,0.75,0.64,0.99,Cold Foil
Elsa - Storm Chaser,Ursula's Return,547847,Rare,42/204,0.18,0.01,0.25,Normal
